item_id,source,translation,score
ToM-scene3-instruct2,"So Ivan is going first. He draws this clue in the sandbox, and then he goes to hide. ",Max fängt an. Er malt einen Hinweis in den Sandkasten und versteckt sich dann.,0.5922819375991821
ToM-scene3-instruct3,"Now it's Joshua's turn to leave a clue, and hide. Isabel and Ivan will then try to use the clue to find him.","Jetzt ist Johann an der Reihe, einen Hinweis zu hinterlassen und sich zu verstecken. Lisa und Max werden dann versuchen, den Hinweis zu nutzen, um ihn zu finden.",0.7705889940261841
ToM-scene3-instruct4,"Joshua decides to hide behind the fountain. He draws a clue in the sand. He tries to draw the fountain, with the bottom part and the water coming out of it. But the drawing looks like a tree instead! Then Joshua goes and hides behind the fountain.","Johann beschließt, sich hinter dem Springbrunnen zu verstecken. Er zeichnet einen Hinweis in den Sand. Er versucht, den Springbrunnen zu zeichnen, mit dem unteren Teil und dem Wasser, das aus ihm herauskommt. Aber die Zeichnung sieht stattdessen wie ein Baum aus! Dann versteckt sich Johann hinter dem Springbrunnen.",0.859023928642273
ToM-scene3-q1,What did Joshua mean to draw?,Was wollte Johann zeichnen?,0.8241764307022095
fountain,A fountain,Einen Springbrunnen,0.8239030838012695
tree,A tree,Einen Baum,0.8481631278991699
ToM-scene3-q2-false_belief,"When Isabel and Ivan see this clue, where will they look first for Joshua? ","Sobald Lisa und Max diesen Hinweis sehen, wo werden sie zuerst nach Johann suchen? ",0.782673716545105
ToM-scene3-q2-reality_check,Can you help them find where Joshua really is?,"Kannst du ihnen helfen, herauszufinden, wo Johann wirklich ist?",0.8513866066932678
behind-fountain,Behind the fountain,Hinter dem Springbrunnen,0.8180148601531982
behind-tree,Behind the tree,Hinter dem Baum,0.8304283022880554
ToM-scene3-q3-emotion_reasoning,"Look, Isabel and Ivan found Joshua, and won the game! How do you think Isabel feels about winning the game?","Schau, Lisa und Max haben Johann gefunden und das Spiel gewonnen! Was glaubst du, wie Lisa sich fühlt, weil sie das Spiel gewonnen hat?",0.7988306283950806
ToM-scene4-instruct1,"Now the games are over, and it's almost time to go home. Mother tells the kids to find all of their toys. ","Jetzt sind die Spiele vorbei, und es ist Zeit, nach Hause zu gehen. Die Mutter sagt den Kindern, sie sollen alle ihre Spielsachen einsammeln. ",0.8651877641677856
ToM-scene4-instruct2,"Joshua brought his toy truck with him to the park, but now he can't find it. He's looking everywhere but he can't find it. ","Johann hat seinen Spielzeuglaster mit in den Park genommen, aber jetzt kann er ihn nicht mehr finden. Er sucht überall, aber er kann ihn nicht finden. ",0.8069043159484863
ToM-scene4-q1-emotion_reasoning,How does Joshua feel about losing his truck?,Was denkt Johann über den Verlust seines Lastwagens?,0.8333538770675659
ToM-scene4-q8-emotion_reasoning,How would Joshua feel if he found his truck?,"Wie würde sich Johann fühlen, wenn er seinen Lastwagen finden würde?",0.8366528749465942
ToM-scene4-instruct3,"Joshua can't find his truck because earlier in the day, when no one was looking, Isabel took the toy truck and buried it in the sandbox. ","Johann kann seinen Lastwagen nicht finden, weil Lisa vorhin, als niemand hinsah, den Spielzeuglastwagen genommen und im Sandkasten vergraben hat. ",0.82355135679245
ToM-scene4-instruct4,"So Joshua looks everywhere and he can't find his toy truck. Mother gets mad at Joshua, because he lost his truck.","Johann sucht also überall, aber er kann seinen Spielzeug-LKW nicht finden. Seine Mutter wird wütend auf Johann, weil er seinen Laster verloren hat.",0.7549192905426025
ToM-scene4-q2,Is it fair that Mother is mad at Joshua for losing his truck?,"Ist es fair, dass Mutter böse auf Johann ist, weil er seinen Spielzeuglaster verloren hat? ",0.7727721929550171
ToM-scene4-q3,Is Mother mad at Isabel? ,Ist Mutter böse auf Lisa? ,0.8600112199783325
ToM-scene4-q4-false_belief,Is Joshua mad at Isabel? ,Ist Johann böse auf Lisa? ,0.8666644096374512
ToM-scene4-instruct5,"When Isabel sees that Mother is mad at Joshua, she goes to the sandbox and digs up the toy truck, and gives it back to Joshua.","Als Lisa sieht, dass Mutter böse auf Johann ist, geht sie zum Sandkasten, gräbt den Spielzeuglaster aus und gibt ihn Johann zurück.",0.835232138633728
ToM-scene4-q5,Is Mother mad at Joshua now?,Ist Mutter jetzt böse auf Johann?,0.8319119811058044
ToM-scene4-q6,Is Mother mad at Isabel now?,Ist Mutter jetzt böse auf Lisa?,0.8490985631942749
ToM-scene4-q7,Is Joshua mad at Isabel now?,Ist Johann jetzt böse auf Lisa?,0.8536067008972168
ToM-scene4-instruct6,"Isabel tells Joshua that she’s very sorry, and she gives him a big hug. Joshua gives her a big hug back, and Mother joins in.","Lisa sagt Johann, dass es ihr sehr leid tut, und sie gibt ihm eine große Umarmung. Johann erwidert die Umarmung, und auch Mutter schließt sich ihr an.",0.8177529573440552
ToM-scene5-instruct1,"This is Katie. Earlier today, Katie's mom was cleaning the house, while Katie watched. Mom left three cups in the kitchen. There is a small cup on the counter, a medium sized cup on the table, and a big cup that she put away up high, on the shelf. ","Das ist Katie. Heute früh hat die Mama von Katie das Haus geputzt, während Katie zugesehen hat. Mama hat drei Tassen in der Küche stehen lassen. Da ist eine kleine Tasse auf dem Tresen, eine mittelgroße Tasse auf dem Tisch und eine große Tasse, die sie ganz oben auf das Regal gestellt hat. ",0.8477894067764282
ToM-scene5-instruct2,"Katie and Dad just walked in and Katie asks her dad to get her a cup. Katie tells her Dad, “I want the big cup!”","Katie und Vater kommen in die Küche und Katie bittet ihren Vater, ihr eine Tasse zu geben. Katie sagt zu ihrem Vater: ""Ich möchte die große Tasse!""",0.8424184918403625
ToM-scene5-q1,Which cup will Dad give Katie?,Welche Tasse wird Papa Katie geben?,0.8477796912193298
ToM-scene5-q2-reality_check,Which cup does Katie want?,Welche Tasse möchte Katie haben?,0.84552401304245
small_cup,The small cup,Die kleine Tasse,0.847173810005188
medium_cup,The medium sized cup,Die mittelgroße Tasse,0.8374314308166504
large_cup,The big cup,Die große Tasse,0.8052369356155396
ToM-scene5-q3-emotion_reasoning,How does Katie feel about not getting the cup she wanted?,"Wie fühlt sich Katie, wenn sie nicht die Tasse bekommt, die sie wollte?",0.8217875361442566
ToM-scene5-q4-emotion_reasoning,How would Katie feel if she had received the cup she wanted?,"Wie würde sich Katie fühlen, wenn sie die Tasse bekommen hätte, die sie sich gewünscht hat?",0.8495588898658752
ToM-scene6-instruct1,"Sam and Maria are playing together. They look outside and see a new shop across the street. Maria tells Sam: “I am going to buy new shirts for us there,” and she walks away.","Sam und Maria spielen zusammen. Sie schauen nach draußen und sehen ein neues Geschäft auf der anderen Straßenseite. Maria sagt zu Sam: ""Ich werde dort neue T-shirts für uns kaufen"", und sie geht weg.",0.8685917854309082
ToM-scene6-instruct2,"Mom comes home and she tells Sam that she just walked by the shop. “Are they selling shirts?” Sam asks. “No,” Mom says, “They are only selling shoes”. “Maria will probably now get shoes at the shop,” Sam says.","Mama kommt nach Hause und erzählt Sam, dass sie gerade an dem Laden vorbeigelaufen ist. ""Verkaufen sie T-shirts?"" fragt Sam. ""Nein"", sagt Mama, ""sie verkaufen nur Schuhe"". ""Maria wird jetzt wahrscheinlich Schuhe im Laden kaufen"", sagt Sam.",0.8736902475357056
ToM-scene6-q1,Does Maria know that they are selling shoes in the shop?,"Weiß Maria, dass in dem Laden Schuhe verkauft werden?",0.869066596031189
ToM-scene6-instruct3,"Maria has arrived at the shop. “I would like to buy shirts,” she says. “All we have left are socks,” says the shopkeeper. Since Maria also needs socks, she decides to get some socks.","Maria ist im Laden angekommen. ""Ich möchte gerne T-shirts kaufen"", sagt sie. ""Wir haben nur noch Socken"", sagt der Ladenbesitzer. Da Maria auch Socken braucht, beschließt sie, Socken zu kaufen.",0.8653321266174316
ToM-scene6-q2,Does Sam know that Maria bought some socks?,"Weiß Sam, dass Maria ein paar Socken gekauft hat?",0.874295711517334
ToM-scene6-q3,What does Sam think they are selling at the shop?,"Was glaubt Sam, was sie in dem Laden verkaufen?",0.7324333786964417
shoes,Shoes,Schuhe,0.8399538993835449
socks,Socks,Socken,0.8434731960296631
shirts,Shirts,T-Shirts,0.5950303077697754
ToM-scene6-instruct4,"On her way back, Maria meets her dad. She tells her dad: “I have just bought some socks. I am going to share them with my brother Sam. It is a surprise.”
“That is nice of you,” says Dad. Then he asks Maria: “Does Sam know what you bought him?”","Auf dem Rückweg trifft Maria ihren Vater. Sie erzählt ihrem Vater: ""Ich habe gerade ein paar Socken gekauft. Ich werde sie mit meinem Bruder Sam teilen. Es ist eine Überraschung.""
""Das ist nett von dir"", sagt Papa. Dann fragt er Maria: ""Weiß Sam, was du ihm gekauft hast?""",0.8691194653511047
ToM-scene6-q4,What does Maria tell Dad?,Was sagt Maria zu Papa?,0.8735624551773071
ToM-scene6-instruct5,Then Dad asks: “What does Sam think they are selling at the shop?”,"Dann fragt Papa: ""Was glaubt Sam, was sie in dem Laden verkaufen?""",0.7890259027481079
ToM-scene6-q5,What does Maria tell Dad?,Was sagt Maria zu Papa?,0.8735624551773071
ToM-scene6-q6,What does Sam think they are selling at the shop?,"Was glaubt Sam, was sie in dem Laden verkaufen?",0.7324333786964417
ToM-scene6-instruct6,Sam is very happy to get his new socks.,Sam freut sich sehr über seine neuen Socken.,0.8527681827545166
hostile-attribution-scene1-instruct1,Imagine that you are walking to school and you’re wearing your new shoes. You really like your new shoes and this is the first day you have worn them.,"Stell dir vor, du gehst zur Schule und trägst deine neuen Schuhe. Du magst deine neuen Schuhe sehr und heute ist der erste Tag, an dem du sie trägst.",0.8732197880744934
hostile-attribution-scene1-instruct2,"Suddenly, you are bumped from behind by a boy. You stumble and fall into a mud puddle and your new shoes get muddy.",Plötzlich wirst du von einem Jungen von hinten angerempelt. Du stolperst und fällst in eine Schlammpfütze und deine neuen Schuhe sind schlammig.,0.8432552814483643
hostile-attribution-scene1-q1,Do you think that the boy bumped you on purpose or by accident?,"Glaubst du, dass der Junge dich absichtlich oder aus Versehen angerempelt hat?",0.7883610725402832
hostile-attribution-scene1-q2,Now pick one of the three choices as the one you would do:,Was würdest du tun? Wähle eine der drei Möglichkeiten aus.,0.8075496554374695
hostile-attribution-scene1-q2-ans1,clean up my shoes,meine Schuhe sauber machen,0.8345509171485901
hostile-attribution-scene1-q2-ans2,walk away from the boy,sich von dem Jungen entfernen,0.8135017156600952
hostile-attribution-scene1-q2-ans3,push the boy in the mud,den Jungen in den Schlamm stoßen,0.8329451084136963
hostile-attribution-scene2-instruct1,"Imagine that you are on the playground. You and some other kids are having a race. A boy is standing on the side, bouncing a basketball.","Stell dir vor, du bist auf einem Spielplatz. Du und einige andere Kinder rennen um die Wette. Ein Junge steht am Rand und spielt mit einem Basketball.",0.8108038902282715
hostile-attribution-scene2-instruct2,"The next thing you know, the boy has bounced the ball and it has rolled under your feet, making you fall. You skin your knee and someone else wins the race.",Dann rollt der Ball von dem Jungen unter deine Füße und du fällst hin. Du schürfst dir das Knie auf und ein anderer gewinnt das Rennen.,0.753024697303772
hostile-attribution-scene2-q1,Do you think that the boy made you fall on purpose or by accident?,"Glaubst du, dass der Junge dich mit Absicht oder aus Versehen zu Boden gestoßen hat?",0.8593013286590576
hostile-attribution-scene2-q2,Now pick one of the three choices as the one you would do:,Was würdest du tun? Wähle eine der drei Möglichkeiten aus.,0.8075496554374695
hostile-attribution-scene2-q2-ans1,go to another area of the playground,in einen anderen Bereich des Spielplatzes gehen,0.8290958404541016
hostile-attribution-scene2-q2-ans2,say something mean to him,etwas Gemeines zu ihm sagen,0.8503676056861877
hostile-attribution-scene2-q2-ans3,take care of my knee,Mein Knie verarzten.,0.7723082304000854
hostile-attribution-scene3-instruct1,Imagine that you are working on an assignment at your desk. ,"Stell dir vor, du arbeitest an deinem Schreibtisch an einer Aufgabe. ",0.861860990524292
hostile-attribution-scene3-instruct2,"You go to sharpen your pencil, and as you walk back to your desk there is a boy walking just in front of you. The boy passes your desk before you get there. ","Du gehst deinen Bleistift anspitzen, und als du zu deinem Schreibtisch zurückgehst, läuft ein Junge direkt vor dir. Der Junge geht an deinem Schreibtisch vorbei, bevor du selbst dort bist.",0.8330341577529907
hostile-attribution-scene3-instruct3,"The next thing you know, the boy has knocked all of your papers off of your desk, and they are all over the floor.","Das nächste ist, dass der Junge alle deine Papiere von deinem Schreibtisch geworfen hat und sie überall auf dem Boden liegen.",0.7328579425811768
hostile-attribution-scene3-q1,Do you think the boy knocked your papers onto the floor on purpose or by accident?,"Glaubst du, der Junge hat deine Papiere absichtlich oder aus Versehen auf den Boden geworfen?",0.8562209606170654
hostile-attribution-scene3-q2,Now pick one of the three choices as the one you would do:,Was würdest du tun? Wähle eine der drei Möglichkeiten aus.,0.8075496554374695
hostile-attribution-scene3-q2-ans1,call him a name,ihn beleidigen,0.6129936575889587
hostile-attribution-scene3-q2-ans2,pick up the papers,die Papiere aufsammeln,0.7835046648979187
hostile-attribution-scene3-q2-ans3,do nothing,nichts tun,0.8183072805404663
hostile-attribution-scene1-by-accident,by accident,aus Versehen,0.7979841232299805
hostile-attribution-scene1-on-purpose,on purpose,absichtlich,0.7581002712249756
hostile-attribution-scene2-by-accident,by accident,aus Versehen,0.7979841232299805
hostile-attribution-scene2-on-purpose,on purpose,absichtlich,0.7581002712249756
hostile-attribution-scene3-by-accident,by accident,aus Versehen,0.7979841232299805
hostile-attribution-scene3-on-purpose,on purpose,absichtlich,0.7581002712249756
same-different-selection-instruct1,"This is the matching game. In this game, you're going to choose sets of cards that match in some way. First, let's look at some of the cards you are going to see.","Jetzt spielen wir ein Spiel, bei dem es darum geht, Karten auszuwählen, die auf irgendeine Art zusammenpassen. Lass uns mal schauen, wie die Karten aussehen, die du in dem Spiel sehen wirst. ",0.7800596952438354
same-different-selection-touch-circle,Choose the card with a circle.,Wähle die Karte mit einem Kreis.,0.8246142864227295
same-different-selection-touch-square,Choose the card with a square.,Wähle die Karte mit einem Quadrat. ,0.7842335104942322
same-different-selection-touch-triangle,Choose the card with a triangle.,Wähle die Karte mit einem Dreieck.,0.8177124261856079
same-different-selection-touch-star,Choose the card with a star.,Wähle die Karte mit einem Stern.,0.8441876769065857
same-different-selection-touch-green,Choose the card with a green shape.,Wähle die Karte mit einer grünen Form.,0.8480833768844604
same-different-selection-touch-red,Choose the card with a red shape.,Wähle die Karte mit einer roten Form.,0.8470128774642944
same-different-selection-touch-blue,Choose the card with a blue shape.,Wähle die Karte mit einer blauen Form.,0.8450270295143127
same-different-selection-touch-yellow,Choose the card with a yellow shape.,Wähle die Karte mit einer gelben Form.,0.8476146459579468
same-different-selection-touch-small,Choose the card with a small shape.,Wähle die Karte mit einer kleinen Form.,0.8326636552810669
same-different-selection-touch-medium,Choose the card with a medium-sized shape.,Wähle die Karte mit einer mittelgroßen Form.,0.8234571218490601
same-different-selection-touch-large,Choose the card with a large shape.,Wähle die Karte mit einer großen Form.,0.8297915458679199
same-different-selection-touch-white,Choose the star on the white card.,Wähle den Stern auf der weißen Karte.,0.837662935256958
same-different-selection-touch-gray,Choose the star on the gray card.,Wähle den Stern auf der grauen Karte.,0.8364008665084839
same-different-selection-touch-black,Choose the star on the black card.,Wähle den Stern auf der schwarzen Karte.,0.8444756865501404
same-different-selection-touch-striped,Choose the star on the striped card.,Wähle den Stern auf der gestreiften Karte.,0.8378767967224121
same-different-selection-touch-1,Choose the card with 1 star.,Wähle die Karte mit einem Stern.,0.8404455780982971
same-different-selection-touch-2,Choose the card with 2 stars.,Wähle die Karte mit zwei Sternen.,0.8420679569244385
same-different-selection-touch-3,Choose the card with 3 stars.,Wähle die Karte mit drei Sternen.,0.8424969911575317
same-different-selection-touch-4,Choose the card with 4 stars.,Wähle die Karte mit vier Sternen.,0.8426346778869629
same-different-selection-instruct2,Now you're going to see two cards that are the same in one way. Then you will see a new card that is similar to one of those cards. Your job is to choose the card that is similar to the new card.,"Jetzt siehst du zwei Karten, die in einer Hinsicht gleich sind. Dann siehst du eine neue Karte, die einer der ersten beiden Karten ähnlich ist. Deine Aufgabe ist es, die Karte zu wählen, die der neuen Karte ähnlich ist.",0.8523305654525757
same-different-selection-instruct3,"Now you're going to see three cards, and you're going to choose two that are the same in some way. Then you're going to see the same cards again, and pick two cards that are the same in a different way.","Jetzt siehst du drei Karten und wählst zwei aus, die auf irgendeine Weise gleich sind. Dann siehst du dieselben Karten noch einmal und wählst zwei Karten aus, die auf eine andere Weise gleich sind.",0.8638880252838135
same-different-selection-both-circles,Here are two cards. Something's the same. They both have circles.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Kreise.,0.834385871887207
same-different-selection-both-squares,Here are two cards. Something's the same. They both have squares.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Quadrate.,0.8267943263053894
same-different-selection-both-triangles,Here are two cards. Something's the same. They both have triangles.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Dreiecke.,0.8232994675636292
same-different-selection-both-red,Here are two cards. Something's the same. They both have red shapes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Formen.,0.5911769866943359
same-different-selection-both-green,Here are two cards. Something's the same. They both have green shapes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen grüne Formen.,0.8509731888771057
same-different-selection-both-yellow,Here are two cards. Something's the same. They both have yellow shapes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen gelbe Formen.,0.8486969470977783
same-different-selection-both-blue,Here are two cards. Something's the same. They both have blue shapes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen blaue Formen.,0.8507777452468872
same-different-selection-both-small,Here are two cards. Something's the same. They both have small shapes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen kleine Formen.,0.8449371457099915
same-different-selection-both-medium,Here are two cards. Something's the same. They both have medium-sized shapes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen mittelgroße Formen.,0.8353357911109924
same-different-selection-both-large,Here are two cards. Something's the same. They both have large shapes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen große Formen.,0.8444820642471313
sds-prompt3,Here is another card. Which of these is similar to this one?,Hier ist eine weitere Karte. Welche Karte sieht dieser ähnlich? ,0.7376540899276733
sds-3match-prompt2,Here is the same set of cards again. Choose two cards that are the same in a different way.,"Hier siehst du die gleichen Karten nochmal. Wähle zwei Bilder aus, die auf unterschiedliche Art und Weise gleich sind.",0.8192057609558105
sds-2match-prompt1,Here is a new set of cards. Choose two cards that are the same in some way.,"Hier sind neue Karten. Wähle zwei Karten aus, die in irgendeiner Weise gleich sind.",0.8612252473831177
sds-2match-prompt2,Choose two cards that are the same in a different way.,"Wähle zwei Karten, die auf unterschiedliche Weise gleich sind.",0.8441839218139648
sds-3unique-prompt1,Choose three cards that are the same in only one way.,"Wähle drei Karten aus, die in irgendeiner Weise gleich sind.",0.850820004940033
sds-3unique-prompt2,Choose another three cards that are the same in only one way.,"Wähle drei weitere Karten aus, die auf unterschiedliche Art und Weise gleich sind.",0.8080641031265259
memory-game-display,Watch the squares light up.,"Beobachte, wie die Quadrate aufleuchten.",0.8358218669891357
memory-game-input,Choose the squares in the same order.,Wähle die Quadrate in der gleichen Reihenfolge.,0.8077520132064819
memory-game-instruct1,This is the memory game. Here's how you play it.,Das ist ein Memory-Spiel. Ich erkläre dir jetzt wie das Memory-Spiel funktioniert.,0.8465062379837036
memory-game-instruct2,You will see squares light up.,"Du wirst sehen, dass Quadrate aufleuchten.",0.8335688710212708
memory-game-instruct3,You're going to choose the squares in the same order.,Du wählst die Quadrate in der gleichen Reihenfolge aus.,0.822014570236206
memory-game-instruct4,Watch carefully! Try to remember the order.,"Pass gut auf! Versuche, dir die Reihenfolge zu merken.",0.8513730764389038
memory-game-forward-prompt,Choose the squares in the same order.,Wähle die Quadrate in der gleichen Reihenfolge.,0.8077520132064819
memory-game-forward-try-again,That's not quite right. Please try again. Choose the squares in the same order.,Das stimmt nicht ganz. Versuch es noch einmal! Wähle die Quadrate in der gleichen Reihenfolge.,0.8360292315483093
memory-game-instruct5,This time the game won't tell you if you're right or wrong. Let’s start playing the memory game!,"Dieses Mal wird dir das Spiel nicht sagen, ob du richtig oder falsch liegst. Los geht's mit dem Memory-Spiel!",0.851539134979248
memory-game-instruct6,Now let's play the memory game in reverse!,Jetzt spielen wir das Memory-Spiel umgekehrt!,0.8379165530204773
memory-game-instruct7,Let’s start playing the memory game!,Los geht's mit dem Memory-Spiel!,0.8556410670280457
memory-game-backward-prompt,Choose the squares in the backward order.,Wähle die Quadrate in der umgekehrten Reihenfolge.,0.8026745319366455
memory-game-backward-try-again,That's not quite right. Please try again. Choose the squares in the backward order.,Das stimmt nicht ganz. Versuch es noch einmal! Wähle die Quadrate in der umgekehrten Reihenfolge.,0.8299217224121094
heart-instruct1,This is the heart game. Here's how you play it.,Das ist das Herzspiel. Ich erkläre dir jetzt wie das Herzspiel funktioniert.,0.8119615316390991
heart-instruct2,"When you see a heart, press the button on the same side.","Wenn du ein Herz siehst, drücke den Knopf auf der gleichen Seite.",0.835032045841217
hearts-and-flowers-try-again,That's not quite right. Please try again.,Das stimmt nicht ganz. Versuch es noch einmal!,0.855692982673645
heart-practice-feedback1,The heart is on the right side. Press the right button.,Das Herz befindet sich auf der rechten Seite. Drücke die rechte Taste.,0.8431141376495361
hearts-and-flowers-practice-time,Time to practice!,Jetzt kannst du üben!,0.8491442203521729
heart-practice-feedback2,"Remember! When you see a HEART, press the button on the SAME side.","Nicht vergessen! Wenn du ein HERZ siehst, drücke den Knopf auf der GLEICHEN Seite.",0.8232690095901489
hearts-and-flowers-instruct1,This time the game will go faster. It won't tell you if you are right or wrong. Try to keep up!,"Jetzt spielen wir das Spiel schneller. Dir wird nicht gesagt, ob du richtig oder falsch liegst. Versuch hinterherzukommen!",0.8234745264053345
hearts-and-flowers-instruct2,"Try to answer as fast as you can without making mistakes. If you make a mistake, just keep going!","Versuche, so schnell wie möglich zu antworten, ohne Fehler zu machen. Wenn du einen Fehler machst, mach einfach weiter!",0.8715155124664307
hearts-and-flowers-play-time,Time to play!,Jetzt geht das Spiel richtig los!,0.8232107758522034
flower-instruct1,This is the flower game. Here's how you play it.,Das ist das Blumenspiel. Ich erkläre dir jetzt wie das Blumenspiel funktioniert.,0.8450167775154114
flower-instruct2,"When you see a flower, press the button on the opposite side.","Wenn du eine Blume siehst, drückst du den Knopf auf der GEGENÜBERLIEGENDEN Seite.",0.8053189516067505
flower-practice-feedback1,The flower is on the left side. Press the right button.,Die Blume ist auf der linken Seite. Drücke den rechten Knopf.,0.8384119272232056
flower-practice-feedback2,"When you see a FLOWER, press the button on the OPPOSITE side.","Wenn du eine Blume siehst, drücke den Knopf auf der GEGENÜBERLIEGENDEN Seite.",0.7976229190826416
hearts-and-flowers-instruct3,"Now, we're going to play a game with hearts and flowers.",Jetzt werden wir ein Spiel mit Herzen und Blumen spielen.,0.8570530414581299
hearts-and-flowers-encourage1,Try to keep up!,Versuch hinterherzukommen!,0.7771839499473572
hearts-and-flowers-encourage2,"If you make a mistake, just keep going!","Wenn du einen Fehler machst, mach einfach weiter!",0.8641437888145447
hearts-and-flowers-end,Great job! You completed the game!,Gut gemacht! Dieses Spiel ist jetzt zu Ende.,0.818979024887085
vocab-item-001,the acorn,die eichel,0.6006983518600464
vocab-item-002,the aloe,die aloe,0.8246028423309326
vocab-item-003,the antenna,die antenne,0.8321735858917236
vocab-item-004,the artichoke,die artischocke,0.8359569311141968
vocab-item-005,the bamboo,der bambus,0.8397507667541504
vocab-item-006,the barrel,das fass,0.4785621464252472
vocab-item-007,the blender,der mixer,0.8268222808837891
vocab-item-008,the blower,das gebläse,0.7807025909423828
vocab-item-009,the bouquet,der blumenstrauß,0.8353686332702637
vocab-item-010,the buffet,das buffet,0.8246174454689026
vocab-item-011,the bulldozer,die planierraupe,0.7041786909103394
vocab-item-012,the cake,der kuchen,0.7815017700195312
vocab-item-013,the caramel,das karamell,0.8568201065063477
vocab-item-014,the carousel,das karussell,0.8199141025543213
vocab-item-015,the carrot,die karotte,0.8310337662696838
vocab-item-016,the cassette,die kassette,0.8267093300819397
vocab-item-017,the cheese,der käse,0.8141587376594543
vocab-item-018,the cloak,der mantel,0.8086756467819214
vocab-item-019,the clothespin,die wäscheklammer,0.7712759375572205
vocab-item-020,the coaster,der untersetzer,0.3642544150352478
vocab-item-021,the cork,der korken,0.431194931268692
vocab-item-022,the cornbread,das maisbrot,0.7854916453361511
vocab-item-023,the corset,das korsett,0.8431112766265869
vocab-item-024,the dumpling,der Teigtaschen,0.42665761709213257
vocab-item-025,the elbow,der ellbogen,0.8113799095153809
vocab-item-026,the fan,der ventilator,0.8235409259796143
vocab-item-027,the foam,der schaumstoff,0.8046799898147583
vocab-item-028,the footbath,das fußbad,0.7232809662818909
vocab-item-029,the fruitcake,der obstkuchen,0.8128237724304199
vocab-item-030,the gutter,die dachrinne,0.62693190574646
vocab-item-031,the hamster,der hamster,0.8408079147338867
vocab-item-032,the hedgehog,der igel,0.8346676826477051
vocab-item-033,the hoe,die hacke,0.2921617329120636
vocab-item-034,the hopscotch,Himmel und Hölle,0.3006208837032318
vocab-item-035,the kimono,der kimono,0.8376996517181396
vocab-item-036,the latch,der riegel,0.8025954961776733
vocab-item-037,the locker,das schließfach,0.533457338809967
vocab-item-038,the lollipop,der lollipop,0.7948108315467834
vocab-item-039,the map,die karte,0.8209148049354553
vocab-item-040,the marshmallow,der marshmallow,0.7444487810134888
vocab-item-041,the net,das netz,0.773708701133728
vocab-item-042,the oil,das öl,0.8020038604736328
vocab-item-043,the omelet,das omelett,0.81367027759552
vocab-item-044,the pie,der kuchen,0.7244929075241089
vocab-item-045,the pistachio,die pistazien,0.820056676864624
vocab-item-046,the pitcher,der krug,0.34431973099708557
vocab-item-047,the potato,die kartoffel,0.8275724649429321
vocab-item-048,the prism,das prisma,0.823261559009552
vocab-item-049,the puddle,die pfütze,0.8124861717224121
vocab-item-050,the pump,die pumpe,0.8348589539527893
vocab-item-051,the rice,der reis,0.8049516677856445
vocab-item-052,the saddle,der sattel,0.8013068437576294
vocab-item-053,the sandbag,der sandsack,0.8303941488265991
vocab-item-054,the scaffolding,das gerüst,0.8255864977836609
vocab-item-055,the scoop,die schaufel,0.3694911599159241
vocab-item-056,the seagull,die möwe,0.8324678540229797
vocab-item-057,the ship,das schiff,0.8148180246353149
vocab-item-058,the shower,die dusche,0.8255970478057861
vocab-item-059,the silverware,der tafelsilber,0.5227697491645813
vocab-item-060,the sink,das waschbecken,0.8026669025421143
vocab-item-061,the ski,der ski,0.6786373853683472
vocab-item-062,the sloth,das faultier,0.31714460253715515
vocab-item-063,the snail,die schnecke,0.8286170363426208
vocab-item-064,the sorbet,das sorbet,0.8190335035324097
vocab-item-065,the spatula,der Pfannenwender,0.6314472556114197
vocab-item-066,the sprinkler,der sprinkler,0.814871609210968
vocab-item-067,the squash,der kürbis,0.8168458342552185
vocab-item-068,the squirrel,das eichhörnchen,0.8080742955207825
vocab-item-069,the stew,der Eintopf,0.789452314376831
vocab-item-070,the rubber band,das Gummiband,0.8070518374443054
vocab-item-071,the stump,der baumstumpf,0.7966804504394531
vocab-item-072,the sunflower,die sonnenblume,0.8374153971672058
vocab-item-073,the swordfish,der schwertfisch,0.7968872785568237
vocab-item-074,the tapestry,der wandteppich,0.8132429122924805
vocab-item-075,the teabag,der teebeutel,0.769382894039154
vocab-item-076,the telescope,der teleskop,0.8269203901290894
vocab-item-077,the thermos,die thermoskanne,0.5711408853530884
vocab-item-078,the treasure,der schatz,0.8177160024642944
vocab-item-079,the trumpet,die trompete,0.8372969031333923
vocab-item-080,the tulip,die tulpe,0.8496999740600586
vocab-item-081,the turbine,die turbine,0.8215149641036987
vocab-item-082,the turkey,der truthahn,0.2903400957584381
vocab-item-083,the turtle,die schildkröte,0.8462154865264893
vocab-item-084,the typewriter,die schreibmaschine,0.82008296251297
