answer,assessment_stage,audio_file,block_index,chance_level,difficulty,downex,item_uid,required_selections,response_alternatives,time_limit,trial_type
5/16,test_response,subtraction-prompt2,1,0.25,0.6,False,math_fraction_34_716_516,,"1/4,3/8,7/16",5000,Fraction
21,test_response,multiplication-prompt2,1,0.25,0.1,False,math_multiply_7_3,,"11,20,19",5000,Multiplication
461,test_response,number-line-slider-prompt1,2,0.1,-0.2,False,math_slider_461_1000,,,5000,Number Line Slider
6,test_response,subtraction-prompt2,1,0.25,-1.4,False,math_subtract_8_2,,"5,4,7",5000,Subtraction
1,practice_response,subtraction-prompt1,1,0.25,,False,,,"3,5,2",5000,Subtraction
8,test_response,subtraction-prompt2,1,0.25,-1.4,False,math_subtract_14_6,,"7,6,9",5000,Subtraction
42,test_response,missing-number-prompt2,0,0.25,-2,False,math_missing_62_52_x_32_22,,"72,44,12",5000,Missing Number
3,practice_response,number-line-slider-prompt1,2,0.1,,False,,,,5000,Number Line Slider
310,test_response,number-line-prompt1,0,0.25,-0.2,False,math_line_310_1000,,"150,460,210",5000,Number Line 4afc
12,test_response,addition-prompt2,1,0.25,-1.5,False,math_add_10_2,,"14,13,11",5000,Addition
20,test_response,addition-prompt2,1,0.25,-1,False,math_add_3_17,,"19,21,22",5000,Addition
22,test_response,addition-prompt2,1,0.25,-1,False,math_add_8_14,,"20,23,21",5000,Addition
50,test_response,number-line-prompt1,0,0.25,-0.5,False,math_line_50_100,,"40,60,30",5000,Number Line 4afc
4,practice_response,addition-prompt1,1,0.25,,False,,,"5,2,0",5000,Addition
11/15,test_response,addition-prompt2,1,0.25,0.5,False,math_fraction_13_25_1115,,"2/3,3/8,4/5",5000,Fraction
25,test_response,subtraction-prompt2,1,0.25,-0.9,False,math_subtract_78_53,,"26,36,35",5000,Subtraction
8,test_response,counting-1,3,0.33,4.331149,False,math_count_8,,"3,7",5000,Counting AFC
800,test_response,missing-number-prompt2,0,0.25,-2,False,math_missing_x_700_600_500,,"400,900,300",5000,Missing Number
10apples,test_response,ns-number-identification-10,3,0.33,4.693606,False,math_ns_identify_10,,"9apples, 8apples",5000,Non-symbolic Number Identification
13,test_response,subtraction-prompt2,1,0.25,-0.9,False,math_subtract_21_8,,"14,11,12",5000,Subtraction
,instructions,math-intro2-heavy,3,,-1,False,,,,5000,instructions
3460,test_response,multiplication-prompt2,1,0.25,0.3,False,math_multiply_346_10,,"356,3640,3046",5000,Multiplication
46,test_response,number-line-prompt1,0,0.25,-0.5,False,math_line_46_100,,"60,39,58",5000,Number Line 4afc
8,test_response,addition-prompt2,1,0.25,-1.5,False,math_add_6_2,,"9,7,12",5000,Addition
478,test_response,number-line-slider-prompt1,2,0.1,-0.2,False,math_slider_478_1000,,,5000,Number Line Slider
2,practice_response,number-line-slider-prompt1,2,0.1,,False,,,,5000,Number Line Slider
4,test_response,subtraction-prompt2,1,0.25,-1.4,False,math_subtract_8_4,,"6,5,2",5000,Subtraction
98,test_response,number-line-prompt1,0,0.25,-0.5,False,math_line_98_100,,"68,83,71",5000,Number Line 4afc
2,practice_response,addition-prompt1,1,0.25,-1.5,False,,,"0,1,3",5000,Addition
738,test_response,number-line-slider-prompt1,2,0.1,-0.2,False,math_slider_738_1000,,,5000,Number Line Slider
9,test_response,addition-prompt2,1,0.25,-1.5,False,math_add_8_1,,"7,10,11",5000,Addition
,instructions,math-intro-fractions,1,,,False,,,,,instructions
20,practice_response,missing-number-prompt2,0,0.25,,False,,,"25,30,35",5000,Missing Number
,instructions,math-intro1,0,,,False,,,,,instructions
2,test_response,subtraction-prompt1,1,0.25,-1.4,False,math_subtract_5_3,,"3,4,5",5000,Subtraction
58,test_response,number-comparison-prompt2,0,0.5,-2.5,False,math_compare_58_49,,49,5000,Number Comparison
12,test_response,subtraction-prompt2,1,0.25,-1.4,False,math_subtract_18_6,,"10,13,11",5000,Subtraction
,instructions,math-intro2,1,,,False,,,,,instructions
6,practice_response,number-line-prompt1,0,0.25,,False,,,"7,3,8",5000,Number Line 4afc
644,test_response,number-line-slider-prompt1,2,0.1,-0.2,False,math_slider_644_1000,,,5000,Number Line Slider
742,test_response,number-comparison-prompt2,0,0.5,-2,False,math_compare_742_673,,673,5000,Number Comparison
861,test_response,number-comparison-prompt2,0,0.5,-2,False,math_compare_823_861,,823,5000,Number Comparison
91,test_response,number-identification-12,0,0.25,-2.5,False,math_identify_91,,"71,1,90",5000,Number Identification
349,test_response,number-identification-38,0,0.25,-2,False,math_identify_349,,"379,319,394",5000,Number Identification
83,test_response,addition-prompt2,1,0.25,-1,False,math_add_29_54,,"73,85,87",5000,Addition
18,test_response,subtraction-prompt2,1,0.25,-0.9,False,math_subtract_25_7,,"19,17,16",5000,Subtraction
86,test_response,multiplication-prompt2,1,0.25,0.3,False,math_multiply_43_2,,"68,45,96",5000,Multiplication
25,test_response,number-line-slider-prompt1,2,0.1,-0.5,False,math_slider_25_100,,,5000,Number Line Slider
7,test_response,number-line-prompt1,0,0.25,-0.5,False,math_line_7_10,,"5,4,9",5000,Number Line 4afc
256,test_response,number-identification-37,0,0.25,-2,False,math_identify_256,,"156,276,226",5000,Number Identification
4,test_response,number-line-prompt1,0,0.25,-0.5,False,math_line_4_10,,"6,1,2",5000,Number Line 4afc
33,test_response,number-line-prompt1,0,0.25,-0.5,False,math_line_33_100,,"22,44,11",5000,Number Line 4afc
Correct,test_response,counting-1,3,,6.78901,False,math_ns_count_3,,"Correct,Incorrect",5000,Counting
9,test_response,multiplication-prompt1,1,0.25,0.1,False,math_multiply_9_1,,"7,8,10",5000,Multiplication
3/4,test_response,addition-prompt2,1,0.25,0.5,False,math_fraction_14_24_34,,"2/4,1,3/8",5000,Fraction
16,test_response,addition-prompt2,1,0.25,-1.5,False,math_add_8_8,,"14,18,17",5000,Addition
542,test_response,number-line-slider-prompt1,2,0.1,-0.2,False,math_slider_542_1000,,,5000,Number Line Slider
180,test_response,multiplication-prompt2,1,0.25,0.2,False,math_multiply_90_2,,"160,200,210",5000,Multiplication
7,test_response,number-line-prompt1,0,0.25,-0.5,False,math_line_7_100,,"33,41,25",5000,Number Line 4afc
78,test_response,addition-prompt2,1,0.25,-1,False,math_add_48_30,,"82,74,87",5000,Addition
13,test_response,subtraction-prompt2,1,0.25,-0.9,False,math_subtract_19_6,,"11,12,14",5000,Subtraction
,instructions,math-intro2,1,,,False,,,,,instructions
385,test_response,number-line-slider-prompt1,2,0.1,-0.2,False,math_slider_385_1000,,,5000,Number Line Slider
0.9,test_response,number-line-slider-prompt1,2,0.1,0,False,math_slider_09_1,,,5000,Number Line Slider
507,test_response,number-line-slider-prompt1,2,0.1,-0.2,False,math_slider_507_1000,,,5000,Number Line Slider
20,test_response,addition-prompt2,1,0.25,-1,False,math_add_16_4,,"19,22,23",5000,Addition
,instructions,math-intro2-heavy,3,,-1,False,,,,5000,instructions
461,test_response,number-line-prompt1,0,0.25,-0.2,False,math_line_461_1000,,"304,611,193",5000,Number Line 4afc
2apples,practice_response,ns-number-comp-1,3,0.5,-1,False,,,1apple,5000,Non-symbolic Number Comparison
14,test_response,addition-prompt2,1,0.25,-1.5,False,math_add_8_6,,"13,15,12",5000,Addition
3,practice_response,missing-number-prompt1,0,0.25,,False,,,"0,5,2",5000,Missing Number
42,test_response,multiplication-prompt2,1,0.25,0.2,False,math_multiply_7_6,,"24,44,32",5000,Multiplication
,instructions,math-intro2,1,,,False,,,,,instructions
7,test_response,addition-prompt2,1,0.25,-1.5,False,math_add_1_6,,"6,5,8",5000,Addition
0.6,test_response,number-line-prompt1,0,0.25,0,False,math_line_06_1,,"0.65,0.55,0.7",5000,Number Line 4afc
2,practice_response,addition-prompt1,3,0.25,-1,False,,,"0,1,3",5000,Addition
8,test_response,subtraction-prompt2,1,0.25,-1.4,False,math_subtract_11_3,,"9,7,6",5000,Subtraction
6,test_response,number-line-prompt1,0,0.25,-0.5,False,math_line_6_10,,"3,4,8",5000,Number Line 4afc
7/12,test_response,addition-prompt2,1,0.25,0.5,False,math_fraction_28_39_712,,"5/17,5/9,45/72",5000,Fraction
26,test_response,addition-prompt2,1,0.25,-1,False,math_add_12_14,,"24,28,25",5000,Addition
9,test_response,subtraction-prompt2,1,0.25,-1.4,False,math_subtract_17_8,,"8,11,7",5000,Subtraction
14,test_response,addition-prompt2,1,0.25,-1.5,False,math_add_5_9,,"13,15,16",5000,Addition
926,test_response,number-line-slider-prompt1,2,0.1,-0.2,False,math_slider_926_1000,,,5000,Number Line Slider
10,test_response,subtraction-prompt2,1,0.25,-1.4,False,math_subtract_12_2,,"9,11,8",5000,Subtraction
2/5,practice_response,addition-prompt1,1,0.25,,False,,,"3/5,1/10,1/2",5000,Fraction
84,test_response,multiplication-prompt2,1,0.25,0.2,False,math_multiply_21_4,,"86,64,25",5000,Multiplication
2,test_response,subtraction-prompt2,1,0.25,-1.4,False,math_subtract_10_8,,"3,4,5",5000,Subtraction
8,practice_response,number-comparison-prompt1,0,0.5,-2.5,False,,,4,5000,Number Comparison
108,test_response,number-identification-17,0,0.25,-2,False,math_identify_108,,"109,100,8",5000,Number Identification
92,test_response,number-line-slider-prompt1,2,0.1,-0.5,False,math_slider_92_100,,,5000,Number Line Slider
Correct,test_response,counting-1,3,,4.846012,False,math_ns_count_9,,"Correct,Incorrect",5000,Counting
840,test_response,multiplication-prompt2,1,0.25,0.3,False,math_multiply_42_20,,"820,860,880",5000,Multiplication
926,test_response,number-line-prompt1,0,0.25,-0.2,False,math_line_926_1000,,"970,816,968",5000,Number Line 4afc
71,test_response,number-line-prompt1,0,0.25,-0.5,False,math_line_71_100,,"91,55,86",5000,Number Line 4afc
1/4,practice_response,subtraction-prompt1,1,0.25,,False,,,"3/4,2/4,3/5",5000,Fraction
4,practice_response,addition-prompt1,1,0.25,,False,,,"5,2,0",5000,Addition
3,test_response,subtraction-prompt2,1,0.25,-1.4,False,math_subtract_6_3,,"9,5,4",5000,Subtraction
19,test_response,missing-number-prompt2,0,0.25,-2,False,math_missing_21_20_x_18,,"22,23,24",5000,Missing Number
,instructions,math-intro2,0,,,False,,,,,instructions
23,test_response,addition-prompt2,1,0.25,-1,False,math_add_17_6,,"25,22,21",5000,Addition
874,test_response,number-line-prompt1,0,0.25,-0.2,False,math_line_874_1000,,"974,914,980",5000,Number Line 4afc
711,test_response,number-line-prompt1,0,0.25,-0.2,False,math_line_711_1000,,"610,815,761",5000,Number Line 4afc
32,test_response,multiplication-prompt2,1,0.25,0.1,False,math_multiply_4_8,,"34,28,40",5000,Multiplication
0.75,test_response,number-line-slider-prompt1,2,0.1,0,False,math_slider_075_1,,,5000,Number Line Slider
Correct,test_response,counting-2,3,,,False,math_ns_count_10,,"Correct,Incorrect",5000,Counting
0.4,test_response,number-line-prompt1,0,0.25,0,False,math_line_04_1,,"0.15,0.25,0.3",5000,Number Line 4afc
0.12,test_response,number-line-prompt1,0,0.25,0,False,math_line_012_1,,"0.3,0.41,0.19",5000,Number Line 4afc
984,test_response,number-line-slider-prompt1,2,0.1,-0.2,False,math_slider_984_1000,,,5000,Number Line Slider
5/8,test_response,addition-prompt2,1,0.25,0.5,False,math_fraction_18_48_58,,"5/16,4/16,3/8",5000,Fraction
12,test_response,number-identification-5,3,0.25,3.030762,False,math_identify_12,,"6,11,21",5000,Number Identification
17,test_response,addition-prompt2,1,0.25,-1,False,math_add_5_12,,"16,18,19",5000,Addition
3,test_response,subtraction-prompt2,1,0.25,-1.4,False,math_subtract_12_9,,"4,2,5",5000,Subtraction
5cars,test_response,ns-number-comp-2,3,0.5,5.911805,False,math_ns_compare_5_3,,3cars,5000,Non-symbolic Number Comparison
8,test_response,number-line-prompt1,0,0.25,-0.5,False,math_line_8_10,,"10,6,5",5000,Number Line 4afc
161,test_response,multiplication-prompt2,1,0.25,0.3,False,math_multiply_7_23,,"116,121,187",5000,Multiplication
8,practice_response,number-identification-42,0,0.25,,False,,,"2,5,9",5000,Number Identification
0.75,test_response,number-line-prompt1,0,0.25,0,False,math_line_075_1,,"0.6,0.55,0.9",5000,Number Line 4afc
15,test_response,subtraction-prompt2,1,0.25,-0.9,False,math_subtract_28_13,,"16,13,14",5000,Subtraction
0.27,test_response,number-line-prompt1,0,0.25,0,False,math_line_027_1,,"0.15,0.38,0.41",5000,Number Line 4afc
,instructions,math-intro2,1,,,False,,,,,instructions
14,test_response,missing-number-prompt2,0,0.25,-2,False,math_missing_16_15_x_13,,"17,12,10",5000,Missing Number
7apples,test_response,ns-number-comp-1,3,0.5,6.146,False,math_ns_compare_7_4,,4apples,5000,Non-symbolic Number Comparison
0.6,test_response,number-line-slider-prompt1,2,0.1,0,False,math_slider_06_1,,,5000,Number Line Slider
3,practice_response,missing-number-prompt1,0,0.25,-2,False,,,"0,5,2",5000,Missing Number
310,test_response,number-line-slider-prompt1,2,0.1,-0.2,False,math_slider_310_1000,,,5000,Number Line Slider
840,test_response,multiplication-prompt2,1,0.25,0.3,False,math_multiply_20_42,,"820,860,880",5000,Multiplication
1,test_response,counting-1,3,0.33,7.027498,False,math_count_1,,"4,6",5000,Counting AFC
310,test_response,number-line-prompt1,0,0.25,-0.2,False,math_line_310_1000,,"150,460,210",5000,Number Line 4afc
9,test_response,number-identification-3,3,0.25,4.017904,False,math_identify_9,,"0,8,3",5000,Number Identification
9,test_response,number-identification-3,0,0.25,-2.5,False,math_identify_9,,"0,8,3",5000,Number Identification
4,test_response,number-line-slider-prompt1,2,0.1,-0.5,False,math_slider_4_10,,,5000,Number Line Slider
7,test_response,subtraction-prompt2,1,0.25,-1.4,False,math_subtract_12_5,,"6,8,9",5000,Subtraction
5,practice_response,multiplication-prompt1,1,0.25,,False,,,"6,3,10",5000,Multiplication
7,test_response,number-line-slider-prompt1,2,0.1,-0.5,False,math_slider_7_100,,,5000,Number Line Slider
272,test_response,number-line-prompt1,0,0.25,-0.2,False,math_line_272_1000,,"240,292,330",5000,Number Line 4afc
3,test_response,missing-number-prompt2,0,0.25,-2,False,math_missing_1_x_5_7,,"0,2,4",5000,Missing Number
28,test_response,multiplication-prompt2,1,0.25,0.1,False,math_multiply_2_14,,"24,26,16",5000,Multiplication
35,test_response,multiplication-prompt2,1,0.25,0.2,False,math_multiply_5_7,,"30,45,55",5000,Multiplication
39,test_response,number-identification-9,0,0.25,-2.5,False,math_identify_39,,"29,38,79",5000,Number Identification
126,test_response,number-line-slider-prompt1,2,0.1,-0.2,False,math_slider_126_1000,,,5000,Number Line Slider
307,test_response,number-comparison-prompt2,0,0.5,-2,False,math_compare_307_198,,198,5000,Number Comparison
14,test_response,number-identification-23,0,0.25,-2.5,False,math_identify_14,,"24,12,4",5000,Number Identification
59,test_response,number-line-slider-prompt1,2,0.1,-0.5,False,math_slider_59_100,,,5000,Number Line Slider
30,test_response,number-identification-6,0,0.25,-2.5,False,math_identify_30,,"20,60,13",5000,Number Identification
36,test_response,number-comparison-prompt2,0,0.5,-2.5,False,math_compare_27_36,,27,5000,Number Comparison
30,test_response,addition-prompt2,1,0.25,-1,False,math_add_23_7,,"27,32,31",5000,Addition
4380,test_response,multiplication-prompt2,1,0.25,0.3,False,math_multiply_219_20,,"2190,4830,4240",5000,Multiplication
24,test_response,addition-prompt2,1,0.25,-1,False,math_add_5_19,,"26,23,21",5000,Addition
6,test_response,counting-2,3,0.33,4.503934,False,math_count_6,,"5,9",5000,Counting AFC
18,test_response,addition-prompt2,1,0.25,-1.5,False,math_add_8_10,,"19,17,16",5000,Addition
,instructions,math-intro2,0,,,False,,,,,instructions
3,test_response,subtraction-prompt1,1,0.25,-1.4,False,math_subtract_7_4,,"2,5,4",5000,Subtraction
214,test_response,number-line-prompt1,0,0.25,-0.2,False,math_line_214_1000,,"244,157,260",5000,Number Line 4afc
0.12,test_response,number-line-slider-prompt1,2,0.1,0,False,math_slider_012_1,,,5000,Number Line Slider
6,test_response,addition-prompt2,1,0.25,-1.5,False,math_add_3_3,,"4,7,8",5000,Addition
,instructions,counting-intro-afc,3,,-1,False,,,,5000,instructions
Correct,test_response,counting-2,3,,5.504285,False,math_ns_count_5,,"Correct,Incorrect",5000,Counting
95,test_response,number-line-prompt1,0,0.25,-0.5,False,math_line_95_100,,"85,90,75",5000,Number Line 4afc
2cars,test_response,ns-number-identification-2,3,0.33,6.867856,False,math_ns_identify_2,,"6cars, 4cars",5000,Non-symbolic Number Identification
5,test_response,subtraction-prompt2,1,0.25,-0.9,False,math_subtract_17_12,,"6,4,3",5000,Subtraction
48,test_response,number-identification-11,0,0.25,-2.5,False,math_identify_48,,"58,40,84",5000,Number Identification
4,practice_response,multiplication-prompt1,1,0.25,,False,,,"8,6,5",5000,Multiplication
140,test_response,multiplication-prompt2,1,0.25,0.3,False,math_multiply_70_2,,"120,160,180",5000,Multiplication
67,test_response,number-line-slider-prompt1,2,0.1,-0.5,False,math_slider_67_100,,,5000,Number Line Slider
543,test_response,number-identification-39,0,0.25,-2,False,math_identify_543,,"513,593,523",5000,Number Identification
0.71,test_response,number-line-slider-prompt1,2,0.1,0,False,math_slider_071_1,,,5000,Number Line Slider
25,test_response,number-line-prompt1,0,0.25,-0.5,False,math_line_25_100,,"10,45,5",5000,Number Line 4afc
,instructions,math-intro2,0,,,False,,,,,instructions
14,test_response,number-line-slider-prompt1,2,0.1,-0.5,False,math_slider_14_100,,,5000,Number Line Slider
617,test_response,number-identification-40,0,0.25,-2,False,math_identify_617,,"627,619,671",5000,Number Identification
4,test_response,counting-1,3,0.33,5.953466,False,math_count_4,,"1,2",5000,Counting AFC
12,test_response,addition-prompt2,1,0.25,-1.5,False,math_add_9_3,,"13,10,14",5000,Addition
10,test_response,addition-prompt2,1,0.25,-1.5,False,math_add_7_3,,"11,9,8",5000,Addition
8,test_response,missing-number-prompt2,0,0.25,-2,False,math_missing_5_6_7_x,,"9,10,12",5000,Missing Number
520,test_response,missing-number-prompt2,0,0.25,-2,False,math_missing_550_540_530_x,,"510,500,525",5000,Missing Number
0.56,test_response,number-line-slider-prompt1,2,0.1,0,False,math_slider_056_1,,,5000,Number Line Slider
18,test_response,number-identification-24,0,0.25,-2.5,False,math_identify_18,,"9,17,16",5000,Number Identification
25,test_response,addition-prompt2,1,0.25,-1,False,math_add_18_7,,"23,24,26",5000,Addition
5,practice_response,multiplication-prompt1,1,0.25,,False,,,"6,3,10",5000,Multiplication
,instructions,math-intro1,0,,,False,,,,,instructions
941,test_response,number-line-slider-prompt1,2,0.1,-0.2,False,math_slider_941_1000,,,5000,Number Line Slider
6,test_response,number-identification-22,3,0.25,4.80035,False,math_identify_6,,"9,15,5",5000,Number Identification
186,test_response,number-line-slider-prompt1,2,0.1,-0.2,False,math_slider_186_1000,,,5000,Number Line Slider
1,practice_response,number-identification-1,0,0.25,-2.5,False,,,"3,6,9",5000,Number Identification
1/4,test_response,subtraction-prompt2,1,0.25,0.6,False,math_fraction_512_16_14,,"4/12,4/6,5/12",5000,Fraction
15,test_response,addition-prompt2,1,0.25,-1,False,math_add_11_4,,"13,16,14",5000,Addition
1,test_response,number-line-slider-prompt1,2,0.1,-0.5,False,math_slider_1_10,,,5000,Number Line Slider
0.4,test_response,number-line-slider-prompt1,2,0.1,0,False,math_slider_04_1,,,5000,Number Line Slider
591,test_response,number-line-slider-prompt1,2,0.1,-0.2,False,math_slider_591_1000,,,5000,Number Line Slider
782,test_response,number-line-prompt1,0,0.25,-0.2,False,math_line_782_1000,,"580,885,692",5000,Number Line 4afc
12,test_response,subtraction-prompt2,1,0.25,-0.9,False,math_subtract_26_14,,"13,11,15",5000,Subtraction
6,test_response,number-line-slider-prompt1,2,0.1,-0.5,False,math_slider_6_10,,,5000,Number Line Slider
639,test_response,number-line-slider-prompt1,2,0.1,-0.2,False,math_slider_639_1000,,,5000,Number Line Slider
877,test_response,number-identification-41,0,0.25,-2,False,math_identify_877,,"707,787,747",5000,Number Identification
30,test_response,multiplication-prompt2,1,0.25,0.1,False,math_multiply_6_5,,"35,25,11",5000,Multiplication
153,test_response,number-comparison-prompt2,0,0.5,-2,False,math_compare_146_153,,146,5000,Number Comparison
480,test_response,multiplication-prompt2,1,0.25,0.2,False,math_multiply_10_48,,"408,840,464",5000,Multiplication
5,test_response,number-line-prompt1,0,0.25,-0.2,False,math_line_5_1000,,"155,205,275",5000,Number Line 4afc
13,test_response,missing-number-prompt2,0,0.25,-2,False,math_missing_3_8_x_18,,"16,14,10",5000,Missing Number
9,test_response,number-line-prompt1,0,0.25,-0.5,False,math_line_9_10,,"6,3,7",5000,Number Line 4afc
1/2,test_response,addition-prompt2,1,0.25,0.5,False,math_fraction_16_13_12,,"2/9,2/3,5/6",5000,Fraction
33,test_response,number-line-slider-prompt1,2,0.1,-0.5,False,math_slider_33_100,,,5000,Number Line Slider
67,test_response,number-identification-32,0,0.25,-2.5,False,math_identify_67,,"63,27,23",5000,Number Identification
17,test_response,addition-prompt2,1,0.25,-1.5,False,math_add_9_8,,"19,15,16",5000,Addition
496,test_response,multiplication-prompt2,1,0.25,0.3,False,math_multiply_62_8,,"472,596,622",5000,Multiplication
3,practice_response,number-line-prompt1,0,0.25,,False,,,"5,6,1",5000,Number Line 4afc
6,test_response,subtraction-prompt2,1,0.25,-1.4,False,math_subtract_9_3,,"7,4,5",5000,Subtraction
87,test_response,number-identification-15,0,0.25,-2.5,False,math_identify_87,,"67,78,77",5000,Number Identification
3,test_response,number-identification-45,3,0.33,5.864559,False,math_identify_3,,"6,2,11",5000,Number Identification
2,practice_response,subtraction-prompt1,1,0.25,,False,,,"0,3,6",5000,Subtraction
15,test_response,multiplication-prompt2,1,0.25,0.1,False,math_multiply_5_3,,"10,8,20",5000,Multiplication
3/8,test_response,subtraction-prompt2,1,0.25,0.6,False,math_fraction_48_18_38,,"3,3/4,3/0",5000,Fraction
94,test_response,number-comparison-prompt2,0,0.5,-2.5,False,math_compare_94_78,,78,5000,Number Comparison
587,test_response,number-identification-19,0,0.25,-2,False,math_identify_587,,"687,87,507",5000,Number Identification
831,test_response,number-line-prompt1,0,0.25,-0.2,False,math_line_831_1000,,"781,931,631",5000,Number Line 4afc
120,test_response,missing-number-prompt2,0,0.25,-2,False,math_missing_x_110_100_90_80,,"130,140,150",5000,Missing Number
50,test_response,number-line-slider-prompt1,2,0.1,-0.5,False,math_slider_50_100,,,5000,Number Line Slider
2,test_response,number-line-slider-prompt1,2,0.1,-0.5,False,math_slider_2_10,,,5000,Number Line Slider
639,test_response,number-line-prompt1,0,0.25,-0.2,False,math_line_639_1000,,"449,789,859",5000,Number Line 4afc
12,test_response,subtraction-prompt2,1,0.25,-0.9,False,math_subtract_37_24,,"10,13,14",5000,Subtraction
542,test_response,number-line-prompt1,0,0.25,-0.2,False,math_line_542_1000,,"392,732,273",5000,Number Line 4afc
11,test_response,addition-prompt2,1,0.25,-1.5,False,math_add_5_6,,"10,9,12",5000,Addition
3160,test_response,multiplication-prompt2,1,0.25,0.3,False,math_multiply_158_20,,"3120,3220,3260",5000,Multiplication
15,test_response,addition-prompt2,1,0.25,-1.5,False,math_add_6_9,,"17,13,14",5000,Addition
42,test_response,number-line-prompt1,0,0.25,-0.5,False,math_line_42_100,,"64,27,57",5000,Number Line 4afc
56,test_response,multiplication-prompt2,1,0.25,0.2,False,math_multiply_7_8,,"57,65,54",5000,Multiplication
731,test_response,number-identification-20,0,0.25,-2,False,math_identify_731,,"703,31,730",5000,Number Identification
245,test_response,number-identification-18,0,0.25,-2,False,math_identify_245,,"250,205,240",5000,Number Identification
5,test_response,missing-number-prompt2,0,0.25,-2,False,math_missing_9_7_x_3,,"6,4,1",5000,Missing Number
18,test_response,number-line-slider-prompt1,2,0.1,-0.5,False,math_slider_18_100,,,5000,Number Line Slider
13,test_response,addition-prompt2,1,0.25,-1.5,False,math_add_8_5,,"15,11,16",5000,Addition
12,test_response,multiplication-prompt2,1,0.25,0.1,False,math_multiply_6_2,,"8,13,10",5000,Multiplication
76,test_response,number-line-prompt1,0,0.25,-0.2,False,math_line_76_1000,,"48,98,106",5000,Number Line 4afc
55,test_response,number-identification-30,0,0.25,-2.5,False,math_identify_55,,"65,50,58",5000,Number Identification
50,test_response,number-identification-29,0,0.25,-2.5,False,math_identify_50,,"60,45,57",5000,Number Identification
1,test_response,subtraction-prompt1,1,0.25,-1.4,False,math_subtract_4_3,,"2,3,4",5000,Subtraction
856,test_response,number-line-prompt1,0,0.25,-0.2,False,math_line_856_1000,,"785,806,970",5000,Number Line 4afc
0.2,test_response,number-line-slider-prompt1,2,0.1,0,False,math_slider_02_1,,,5000,Number Line Slider
6,practice_response,number-line-slider-prompt1,2,0.1,,False,,,,5000,Number Line Slider
14,test_response,addition-prompt2,1,0.25,-1.5,False,math_add_8_6,,"16,18,12",5000,Addition
41,test_response,number-line-prompt1,0,0.25,-0.2,False,math_line_41_1000,,"35,25,58",5000,Number Line 4afc
782,test_response,number-line-slider-prompt1,2,0.1,-0.2,False,math_slider_782_1000,,,5000,Number Line Slider
2,practice_response,counting-2,3,0.33,-1,False,,,8,5000,Counting AFC
1/6,test_response,subtraction-prompt2,1,0.25,0.6,False,math_fraction_12_13_16,,"2/6,1/3,3/6",5000,Fraction
640,test_response,multiplication-prompt2,1,0.25,0.3,False,math_multiply_20_32,,"620,520,540",5000,Multiplication
12,test_response,addition-prompt2,1,0.25,-1.5,False,math_add_3_9,,"11,13,14",5000,Addition
