answer,assessment_stage,audio_file,block_index,chance_level,difficulty,downex,item_uid,required_selections,response_alternatives,time_limit,trial_type
sad,test_response,ToM-scene-11-q3-emotion_reasoning,11,0.25,,False,tom_reference_emotion_reasoning_1,,"scared,happy,proud",,emotion_reasoning_question
sad,test_response,ToM-scene-11-q3-emotion_reasoning,11,0.25,,False,tom_reference_emotion_reasoning_1,,"scared,happy,proud",,emotion_reasoning_question
,instructions,ToM-scene-10-instruct1,10,,,False,,,,,instructions
yes,test_response,ToM-scene4-q6,4,0.5,,False,tom_deception_reality_check_2,,no,,reality_check_question
,instructions,ToM-scene13-instruct2,13,,,False,,,,,instructions
,instructions,ToM-scene6-instruct2,6,,,False,,,,,instructions
,instructions,ToM-scene-15-instruct2,15,,,False,,,,,instructions
proud,test_response,ToM-scene-15-q4-emotion_reasoning,15,0.25,,False,tom_interpretation_emotion_reasoning,,"disgusted,sad,surprised",,emotion_reasoning_question
hillsbook,test_response,ToM-scene-9-q3-reality_check,9,0.5,,False,tom_interpretation_reality_check_2,,cupbook,,reality_check_question
,instructions,ToM-scene8-instruct3,8,,,False,,,,,instructions
,instructions,ToM-scene13-instruct3,13,,,False,,,,,instructions
redball,test_response,ToM-scene-12-q3-false_belief,12,0.33,,False,tom_second_order_false_belief_3,,"yellowball,blueball",,false_belief_question
,instructions,ToM-transition,3,,,False,,,,,instructions
crayons,test_response,ToM-scene-18-q3-false_belief,18,0.33,,False,tom_second_order_false_belief_3,,"basketball,storybook",,false_belief_question
chair,test_response,ToM-scene1-q1-false_belief,1,0.5,,False,tom_reality_known_false_belief,,rug,,false_belief_question
no,test_response,ToM-scene4-q5,4,0.5,,False,tom_deception_reality_check_1,,yes,,reality_check_question
,instructions,ToM-transition,2,,,False,,,,,instructions
happy,test_response,ToM-scene-11-q4-emotion_reasoning,11,0.25,,False,tom_reference_emotion_reasoning_2,,"sad,scared,proud",,emotion_reasoning_question
,instructions,ToM-scene7-instruct1,7,,,False,,,,,instructions
no,test_response,ToM-scene-12-q2-false_belief,12,0.5,,False,tom_second_order_false_belief_2,,yes,,false_belief_question
,instructions,ToM-scene-10-instruct2,10,,,False,,,,,instructions
,instructions,ToM-scene-12-instruct1,12,,,False,,,,,instructions
,instructions,ToM-scene-16-instruct2,16,,,False,,,,,instructions
,instructions,ToM-transition,8,,,False,,,,,instructions
sad,test_response,ToM-scene4-q1-emotion_reasoning,4,0.25,,False,tom_deception_emotion_reasoning_1,,"happy,proud,disgusted",,emotion_reasoning_question
